wid,cleaned_hm,age,gender,marital,parenthood
9967,"I watch an online streamer after I come home from work most nights. Tonight I came home from a particularly stressful day to find the streamer wearing a penguin onesie while he played games. The idea of him wearing a onesie is often an in-joke of our community, but this is the first time he's actually done it. The sight immediately brightened my day. ",30,f,divorced,n
9968,I adopted a cat from a local shelter a few weeks ago. ,27,f,single,n
9974,"My son was hired to work in a pizza business back in March of 2017, and I am happy for him, because he eventually wants to own his own pizza place.  ",57,m,married,y
9975,The day I got accepted into one of my favorite colleges. ,19,f,single,n
9976,"My sister, who has cancer, told me she finally surrendered and got a wig and it wasn't as bad as she feared.",53,f,divorced,n
9978,"I was happy in the days we were visiting our son, wife, and granddaughter out of state to celebrate their purchase of their new home. ",58,f,,y
9979,"This past week, my long-term significant other asked for my hand in marriage.",22,f,single,n
9980,My baby daughter started talking. This made me very happy because she started saying Mama and Dada. She has also learned some other words as well so I am very proud of her. ,37,f,married,y
9982,I watched my cat play with a new toy I'd given her.,37,f,married,n
9983,"I was playing steel-tip darts and the highest score you can achieve in one round is 180 points.  I usually go months between 180s.  Yesterday, I hit two 180s in a matter of 4 turns.",32,m,single,n
9984,A recruiter reassured me that he would be able to find a way for me and my family to stay here.,40,f,married,y
9985,I felt very happy while walking along the river yesterday because the river was so clear and full and running so fast over the rocks. I loved it.,64,f,married,n
9986,The day that I found out I was having a baby girl.,27,f,single,y
9987,"I was watching my youngest child (18 months) having fun playing on the playground. When she was playing, she said fun with a big smile and it made me happy.",31,m,married,y
9988,I started my new architecture firm around two and half months back and that day I was very happy since it was set up with my own money.,27,f,married,y
9990,I taught my dog to have a lightsaber duel with me!,24,m,single,n
9992,I felt happy in the arms of my boyfriend while we cuddled and he held me close.,21,f,single,n
9993,My son slept past 6am for the first time in months.,36,f,married,y
9995,I discovered a new streaming website.,25,m,single,n
9996,"This morning I sat there with my mother, little sister, dad, and little brother watching Netflix and enjoying a big breakfast! That made me truly happy. ",23,m,married,n
9999,The day I received my library card was a very happy moment for me.,30,m,single,n
10003,"My brother came home from medical school for the weekend, and we were able to spend time together for the first time in 6 months.",22,m,single,n
10004,I had a great job interview and they seemed really impressed. It boosted my confidence since I've been striking out a lot lately.,29,f,single,n
10005,"A week after surgery on my buttocks, I was able to sit on the toilet without being in pain.",32,m,married,n
10006,I completed all my exams and passed all my classes,22,m,single,n
10007,I was happy when i finally lost 20 pounds. i worked hard and achieved my goa.,25,m,married,n
10010,I was happy when I noticed the grass turning green after being brown all winter.,48,f,married,y
10012,This morning i found out that I got a 98 on my accounting exam,18,f,single,n
10013,An event that made me happy occurred today when a special counsel was appointed by the Department of Justice to oversee the FBI's Russia Investigation. ,29,f,single,n
10015,The first thing that made me happy was that it was my day off from work. Sleeping in until the sun peeked through my curtains gently waking me from a dream made me smile as I rose out of bed.,37,m,married,y
10016,My dog's veterinarian said that she is completely cured.,35,m,married,n
10017,I went to San Francisco and saw Alcatraz. I was so excited to see everything and it was just beautiful to see the island as the ferry pulled up. Walking around the different areas and reading about the history really excited me and made me feel happy. There was a lot of wildlife on the island as well and lots of vegetation to look at on the island. The fresh air and beautiful views of San Francisco made me happy.,37,f,divorced,y
10019,Playing with my newborn baby made me happy.,28,m,married,y
10020,I bought a new bird feeder system for my yard.,39,f,single,n
10021,I finished the first draft of my dissertation proposal and sent it to my advisor.,46,f,divorced,n
10022,The day that my youngest daughter graduated from preschool and moved into kindergarten.,28,f,single,y
10026,playing the game all day without anyone bothering me.,26,m,single,n
10027,I went to a concert last week as a guest on the band's guest list and got to hang out with them before and after the show.,35,f,single,n
10028,running into a friend at a coffee shop and catching up. ,29,f,single,n
10029,"I was playing a game called League of Legends, which has a ranking system that ranks you against other players, and I finally made my personal goal of getting gold rank last month. ",25,m,single,n
10032,I am happy about an job promotion I received recently.  ,31,f,single,n
10033,My investments went up today for a total of about 3%.,22,m,single,n
10034,Met my fiancA(c).,33,f,divorced,y
10035,"I have a start-up Sugar Free blog that felt nearly impossible to keep up during the holidays and I just got a message from a follower saying ""I am so encouraged by your account, I just found out I have to go completely sugar free, and I had no idea I could still eat so many amazing foods!"".",47,m,married,y
10037,Receiving a good grade on a test. ,,,,
10039,My cat had recently lost weight so i took her to the veterinarian. The veterinarian said my cat had all the symptoms of hyperthyroidism. A few days later i received a call saying that my cat was perfectly fine and healthy.,32,f,single,n
10040,I passed my interview and got a job.,19,f,single,n
10041,I had a cookout with friends.,36,f,married,y
10042,"Last week I won $10 on a powerball ticket and that made me feel very happy.
",40,m,single,n
10043,The day my son was born.,21,f,married,y
10044,A event in the last three months that made me happy would have to be having my daughter.,29,f,married,y
10046,I pulled an April fools joke on my leadership with my girlfriend pretending that we'd just gotten engaged.  They fell for it!,20,m,single,n
10050,I was happy to buy one of my favorite artist's new album that was just released.,23,m,single,n
10052,the past three months have been hard on me. my girlfriend of 7 years had been openly cheating on me. its hard to believe that a happy moment came out of all this but here it is. yesterday she said she wanted me back and she spend hours telling me how sorry she was and that this all has shown her how much i mean to her. she broke out in tears and was obviously upset over it all. that was my happiest moment. the moment i could take her back and be with her again. ,28,f,married,y
10054,I was happy when my co-workers and I celebrated a co-worker's 25th anniversary at the company. ,28,m,single,n
10056,I purchased a new car from my favorite car manufacturer. ,45,f,married,y
10059,I talked to my 3 year old niece on Skype.,40,f,single,n
10060,"After spending several months grieving the loss of my beloved cat, my mother surprised me by adopting two cats for me, including one that I had bonded with during my time volunteering for a cat shelter.",31,f,single,n
10062,"Mothers day is an event in the past 3 months that made me happy because I was able to do things for my mom she usually does for the whole family, and she got to relax which is something she does not normally get to do.",20,m,single,n
10064,My daughter read a story to her younger brother without me asking her to.,41,f,married,y
10066,i spent time grocery shopping with my mother.,49,m,married,n
10067,I got a text from someone I haven't seen in a few months for no reason.,22,f,single,n
10069,"Happiness is a mental or emotional state of well-being defined by positive or pleasant emotions ranging from contentment to intense joy.[1] Happy mental states may also reflect judgements by a person about their overall well-being.[2] A variety of biological, psychological, economic, religious and philosophical approaches have striven to define happiness and identify its sources. Various research groups, including positive psychology and happiness economics are employing the scientific method to research questions about what ""happiness"" is, and how it might be attained.",35,m,married,y
10070,I received a surprisingly large number of positive comments on an article I wrote. ,55,m,single,y
10072,The day I found out the we were approved for our mortgage and we were able to pay off some debt.,34,f,married,y
10073,I was given a packet of six donuts.,32,m,married,n
10074,I got a good grade on a final in a class that I was nervous about! ,20,m,single,n
10075,"I've been living in the middle of the US for my school, but I'm from California.  One of the happiest times in the past three months was visiting a beach for the first time in over a year.  With the weather kind of cold and windy, the sky gray and the waves strong, I could just wiggle my toes in the wet sand and let the small wave lap up against my ankles. ",23,f,single,n
10076,The Day when i spend the whole day with all my family members after a long time and had a wonderful time with them all.,27,m,married,y
10077,"My husband went for a walk in the park because we finally got a warm, clear Spring day after so many rainy and cold days.",53,f,married,n
10078,I got my salary and it was more than what I had expected.I really became very happy for that.,23,f,single,n
10079,"Helped my father clean up his yard, his back is broken so I knew when I helped him how much it meant to him.",22,m,single,y
10081,Visited Miami where I attended college and have several friends after my job's annual GM meeting ,30,m,single,n
10082,My friend called me and we had a long chat to catch up after not talking for a while.,40,f,married,n
10084,I became a mother when I gave birth to my son. This was one of the best moments in my entire life.,25,f,married,y
10085,I was happy when my son was born.,27,m,married,y
10086,I was happy when my husband bought me a box of specialty chocolates for my birthday.,37,f,married,y
10088,My favorite show got renewed for a third season. ,27,f,single,n
10089,When I built my first ever PC. ,39,m,single,n
10090,My wife's youngest sister got into a training program to be a flight attendant.,47,m,married,n
10091,I got to go to bed after a very long day at work when I was very tired.,28,f,married,n
10092,"Just yesterday, I watched my daughter compete in a horse show with a horse that she has known since he was born and trained pretty much herself. She's 15 years old, so this was a great task. I was so proud and happy. ",47,f,married,y
10093,"I completed the woodworking project I had been working on for a while, a cool thermometer, and it turned out great.",46,m,single,n
10095,"When I found a job interview about my career, I never thought I would have done it, because that's a thing I've been waiting for
",19,f,single,n
10096,When my daughter runs into my arms when I pick her up from school.,34,m,single,y
10097,"A few days earlier I met with my college friends and I realized that an hour with them was the happiest moment, we laugh cracked jokes and it reminded me of my college days.    ",26,m,single,n
10098,"One of the things that I enjoy doing is running.  I run 5 to 6 times a week, about 30 mile total.  I have a training plan that follow that is very intense and improves my running. Every month I sign up for a race to see my improvements. Improvement makes me happy.  Racing makes me happy after it's over.",39,m,married,y
10100,"Today they just released a season 2 teaser trailer for one of my favorite shows, Wynonna Earp. It got me very excited!",31,f,single,n
10101,Going on vacation with my family made me happy.,35,f,married,y
10102,"Today, I sat facing my four month old son and every time I made eye contact with him, he smiled and started kicking his legs wildly.",31,f,married,y
10103,"One of the biggest things that has made me happy in the past 3 months was being able to eat this new burger at Whataburger. I LOVE FOOD and it just makes me so happy eating. When I eat food I do a little dance. On that day, I drove to whataburger and order a burger that had chicken strips, BBQ, and pepperjack cheese. It was so good, all the flavors brought a smile to my pretty face. ",29,f,single,n
10104,I was so happy when I looked out the window and saw that my daughter had taught herself to ride a two wheeler bike.,33,f,married,y
10105,My son got to play in a big soccer game after being sidelined for a week from medical problems.,35,f,married,y
10106,An event that made me happy was gathering all my friends to plan a possible cruise and finding out most of them were willing to spend the money to go.  ,26,f,married,n
10108,My fiance got a new job and pulled in three commissions in the first week.,27,f,single,n
10109,My work team had a celebration marking the end of a large project that we had all been working extended hours on since November of last year.,37,m,married,n
10110,"At my second job cooking on Sunday, we were extremely busy all day.  On Tuesday the chef raised our tips rate and advised us that Sunday was the restaurant's busiest day ever.",45,m,single,y
10111,The event that made me happy was being offered a job that I really wanted. I went to an interview an liked the atmosphere of the job. The boss was very nice and the staff was very helpful. The feeling of the job was warm and welcoming. I was very happy when I was offered the new position. ,45,f,married,y
10112,"I went to a car show, and I got to see a lot of fancy cars.",23,f,single,n
10113,My fiance created a Master Suite for us in our loft! It has taken the last 3 months to do. But the bathroom and the walk in closet make me extremely happy! I love the walk in closet. It is my new happy place. ,42,f,single,y
10115,i told my son I love him yesterday and he said I love you too mommy It made me so happy because he didnt start talking till he was three and the doctors wasn't sure if he would ever talk because of him autism but he has been doing so much better now and even something little like sayimg he loves me just made me want to smile ,34,f,single,y
10116,I spoke with my granddaughter on the phone after three years of not being able to speak to here.,60,m,separated,y
10117,My oldest daughter graduated 5th grade. This event made me very happy. I was a proud mother.,34,f,married,y
10118,An event that made me happy in the past 3 months was seeing my granddaughter take her first step.s,39,f,single,y
10120,I got invited to a friend's birthday celebration.,27,f,single,n
10122,I took a trip with my older daughter to visit my youngest daughter in Houston,62,f,divorced,y
10123,"Last night my fiance came home, after being out of town for a few days, and came in a gave me a really big hug.",27,m,single,n
10124,I went to a job fair yesterday for a specific company. I filled out an application for a specific position and they had me go in for an interview. I got through the first interview and they said that I qualified for a second interview right then in a different room with different people. That was encouraging. I felt the second interview also went well and was very happy about the process and how far I got in the process in just one day. Now I wait to see if anything comes of it.,52,f,married,y
10126,"I came home from work and got a take away with my girlfriend, which we ate watching TV.",46,m,single,n
10127,"My kids hugging me and giving me kisses, telling me they love me.",44,f,married,y
10128,I was happy to teach my lab techs (students) new skills around the science lab.,30,m,single,n
10129,"I went to a dog park with my friend and his dog, and the weather was comfortable.",25,o,single,n
10130,"Out of the blue, my 18-month-old daughter said 'biceps' and correctly pointed to her biceps.",36,m,married,y
10131,Roaming with my friends to some Amusment park and had a dinner with them.,24,m,single,n
10132,While shopping at the local Walmart I found what can only be described as the perfect avocado. perfect firmness and color and only at 50 cents each. it made me smile in anticipation to cutting it open into my salad at dinner.,34,m,single,n
10133,The coworkers I met for lunch today were nice people and I had a good chat with them.,24,f,single,n
10134,One of my friends gave me a big hug during their birthday celebration.,30,m,married,n
10137,Our first child rolled over for the first time two months ago which is the first big movement milestone we saw in her. This brought me so much joy to see such a big even happen for the first time. ,26,m,married,y
10139,My father came for 2 months leave from Dubai,27,m,married,n
10141,I went out last night and a friend made me an awesome drink with chocolate syrup and bailey's irish cream.,37,f,single,n
10142,I haven't been feeling well.  I was so happy I found the time to take a nap today.,48,f,single,n
10145,Finishing my last exam for the spring semester exactly two weeks ago.,25,f,single,n
10146,I got into the shower after a long day and it was refreshing and much needed.,27,f,single,n
10148,My daughter who was born premature had complications initially with her lungs. When she was first born they didn't think she would survive due to her lungs being so underdeveloped. A month and a half ago she was cleared to come off of nasal oxygen and is breathing all on her own now. This was never a sure thing and its amazing to see her make so much progress.,23,m,single,y
10150,I finally got an IT job that pays very well. ,31,f,single,y
10152,"Today actually, my husband called me on his lunch break to tell me he got a raise.  It wasn't a lot but it will help so much.  He has not gotten a raise in over 10 years.  The way the economy is we weren't expecting it at all.  The best part is that his boss said he needed my husband and that he was a important part of job.  What a confidence booster.",44,f,married,y
10154,A happy moment is when I got a job in California. ,26,m,single,n
10155,I got a job interview at a place I really wanted to work at.,22,f,single,n
10156,I was happy to find out my brother is getting married. ,22,m,single,n
10158,"Before yesterday, I had been up for dang near 48 hours. When i got home and finally got into my bed, I felt the happiest I have been in weeks.",25,m,single,n
10159,"I went for a walk at an outdoor track that goes through a lovely, wooded area. ",23,f,single,n
10160,My happy moment was the day I laid eyes on our dog we adopted this month.,25,f,married,y
10163,"My brother, sister-in-law and niece came to visit our family.",28,f,single,y
10165,Earning enough money to buy a trampoline for my kids.,31,f,married,y
10167,I graduated with my masters degree in February.,31,f,married,y
10169,When I got home from my children's practice and my husband had dinner on the table ready for us.,39,f,married,y
10171,"My son works for a start-up, and they got their first table offer, for a generous amount.",52,f,married,y
10172,The cat I fostered started purring for the first time after weeks of being scared of me.,26,f,single,n
10173,"I spent a beautiful, sunny day outside, with my son and my husband, walking, laughing and playing disc golf in City Park.",54,f,married,y
10174,"I took my granddaughter to a children's play gym in Berkeley. The last time I had taken her, she had a complete meltdown and we left with her screaming and crying. This time, she was wonderful. She played with the other children, took turns, and shared. She was angelic. After we left we stopped for lunch, and again, she was amazing. ",66,f,married,y
10175,"Playing games with my daughter and husband made me happy.
",43,f,married,y
10176,"Yesterday as my husband was leaving for work, our 18 month old son spoke his first sentence. He told his dad very clearly ""bye bye da da"".",44,f,married,y
10179,I was miserable in my previous job and getting a new job after a long search made me really happy. ,27,m,married,n
10184,"I am traveling Europe, and I made a friend in a city, and I get to spend a whole week with her.",25,m,single,n
10185,"Yesterday we went to the zoo for my husband's birthday. While we were there, we saw the seals and sea lions swimming around like sleek torpedoes in their enclosure. I must have watched them for a good 15-20 minutes, and then the keepers came out and started to feed them and entertain them for enrichment. It was adorable and awesome. ",29,f,married,n
10186,I did well on an exam.,27,f,single,n
10189,Earning my new conure's trust over time. The day he stopped running away from my hands gave me a sense of happiness.,25,f,single,n
10190,Yesterday I took off work and spent the evening napping in bed with my dogs until my boyfriend got home from work.  ,26,f,single,n
10191,An event that made me happy today was waking up to the sight of my dogs wagging their tails and kissing my face. ,37,f,married,y
10192,I called my mother to wish her a happy 78th birthday.,57,m,divorced,y
10194,"Yesterday I completed my final exams for college. I was taking 17 credit hours, way above full time. I worked very hard this past semester and got an A in every class. I received a certificate in the mail that congratulated me for being on the Dean's list. I am finished with college and am graduating with a 4.0 GPA, after being out of school entirely for 16 years. Graduating with all A's in every class for every semester made me very happy!",32,f,married,y
10195,"I am a teacher, and a number of my students organized a surprise gift to thank me for the year.",27,m,single,n
10197,I went fishing with my best friend on my favorite lake.,45,m,married,n
10198,My baby went up two percentile points for her weight.,33,f,married,y
10200,I got a promotion and a significant raise at work.,22,f,single,n
10202,I received a text message from an old friend this morning that made me happy.,27,f,single,n
10204,"After four long years filled with trials and tribulations, I am finally graduating with my bachelors in accounting. Despite all the hardship and negative aspects, I pulled though and am graduating with honors.",39,f,divorced,y
10205,"My infant son rolled over for the first time about a month ago, and this event made me very proud and happy.",30,m,married,y
10207,I went out to a nice dinner with my family last night.,32,m,married,n
10208,"I attended a convention where I played a variety of board games and role-playing games, all of which turned out to be quite enjoyable.",34,m,married,n
10209,Two weeks ago I brought home a new kitten.  The look on my wife and children's faces could have started world peace.  I was completely happy at that point.,34,m,married,y
10210,I arrived home after a full day of work to see and kiss my fiance.,30,m,single,n
10211,I was accepted into a doctoral program in clinical psychology. ,23,f,single,n
10212,I finished a tedious task for my job and submitted it before anyone asked me how its progress was coming along.,53,f,divorced,n
10213,Building a new computer with my son.,32,m,divorced,y
10215,"Yesterday afternoon, I really enjoyed playing with rubber ducks with my daughter as my wife bathed her.",32,m,married,y
10216,"I was able to move after 6 years living in my old location.
",36,f,single,y
10218,Last week I went to the beach with the guy I'm talking to. We went down to Tybee Island in Georgia and layed on the beach all day. I had never been to the beach with anyone other than my family so it was a new experience to me.,19,f,single,n
10220,"Two weeks ago, I gave birth to my daughter.",24,f,single,y
10221,"Watching kids of orphanage performing dance in front of large audience, whom I've assisted during the dance training.",26,m,single,n
10222,"My Lover told ""I Love You"", that event s",,,,
10223,Finishing my last final test for my Master's degree.,25,m,single,n
10224,I had all A's at midterm in my first semester back to college in 30 years.,49,f,married,y
10225,Hiked to the mt fitz roy viewpoint and the weather was spectacular even though the forecast said itd be awfully ,35,f,married,y
10226,I had made stuffed peppers for the first time and it came out tasting great. that made me really happy because it was so much work and i got rewarded for it.,25,f,single,n
10227,I was able to help a friend teach a church class on short notice and felt prepared and competent.,30,f,married,y
10228,I have a newborn baby and she recently started turning and making some sounds which makes me happy.,41,m,married,y
10229,I was happy when we went to Santa Barbara for the weekend.,55,f,married,n
10230,Calculated how much my bitcoin has increased in value,19,m,single,n
10233,When my wife told me that she is expecting .,30,m,married,y
10234,I received an email from my son who lives in Europe.,51,f,divorced,y
10235,My daughter gave me a big hug and kiss and said I love you Daddy.,32,m,married,y
10237,"I found a television show available on demand that I'd wanted to watch for a few years. I've been looking at watching this show for a long time, but it's available free this week, and it let me finally jump into watching it. The show was extremely engaging, and I'm currently binge watching it.",26,f,married,n
10238,"I had to go to court for a traffic ticket, and when I went before the judge, she dropped the charges.",38,m,married,y
10239,"While playing a difficult video game, I managed to beat the first level boss without taking any damage, earning a couple of new items.",25,m,single,n
10240,"An event that made me happy in the past three months was being able to make my 3 year old patient in the Intensive Care Unit smile.  She was going through a very rough time since she was in a motor vehicle accident.  I read some of a book to her and she smiled, for the first time in the whole week I was caring for her. ",27,f,married,n
10241,I talked about a new business idea with my friends while we were out at a networking event.,29,f,single,n
10242,"This morning I took a shower and when I got out, I found that my fiance had mowed the lawn and done the housework I had planned on doing.",22,f,single,n
10243,Doing yoga with my mom makes me happy especially when we have a few minutes to talk before class.,38,f,married,n
10245,My 3 year old daughter has started going to the bathroom by herself the entire day. No more diapers!!,36,m,married,y
10246,I went in to check on my children at nighttime and how peaceful they looked melted my heart.,32,m,married,y
10247,I had a misunderstanding with my mom and wasn't in talking terms with her for few months; loved the moment when we got back to each other.,48,m,married,y
10248,I published my first article on a humor website and received over 1 million views in a week.,29,f,single,n
10249,I had a family reunion and got to see many family members I had not in a long time.,35,m,single,n
10251,My Husband was able to put in the pier as the ice was finally gone!,43,f,married,y
10252,"So my daughters fight over just about anything, toys, crayons, clothes, you name it, they probably fight over it. Every now and again when I make something yummy, like cake or waffles, something sweet, my younger one, I always make her plate first or she will try to steal my older daughters food, will yell her name and take some of hers and share it. Today it was gum. I got some out and she wanted both pieces so I gave them to her with the intention of getting another piece out for my oldest and instead my younger started yelling her name and ran to her to give her the piece. It made me really happy, plus it was cute.",23,f,married,y
10253,"My daughter took her first step, We were eagerly waiting as other kids of her age was already walking.",32,m,married,y
10254,I successfully negotiated good pay for a new gardening job.,32,m,married,n
10255,I went to the beach with some friend I had not seen in awhile.,26,m,single,n
10256,"
Learn to cook a sprout soup and legumes and eat it",28,m,single,n
10259,I took my daughter to school this morning.,31,m,married,y
10260,My notebook computer played HD video smoothly without dropping frames.,49,m,single,n
10261,It was the opening day of trout yesterday so i was able to go fishing. ,25,m,single,y
10263,"I got a call back from a breeder after a long search for my new puppy! I had been searching for the right breeder for months and hasn't been expecting a call that day, but she had puppies available ready to go home that day!",33,f,single,n
10264,The moment I talked my wife into selling our house that we lived in for the last 8 years made me very happy.,43,m,married,y
10265,I received my final grades for the semester of college that just ended and they were really good.,25,m,single,n
10266,i went to the farm store and found fruit trees on sale for 70% off. ,43,f,married,y
10268,I booked a trip to see family out of state.,50,f,married,y
10269,I was happy because I went to work today and was able to finish all my tasks that I got the day off tomorrow.,30,f,single,n
10270,"Meeting my first love, Merry, in March of this year may have been the happiest moment of my life. She not only has an amazing personality, the the figure to match. Merry is also setting up the proper preparation to become a doctor.",20,m,single,n
10271,"My nephew's son, who is in kindergarten, had to draw a picture of who he likes to spend time with and he chose to draw a picture of him and me.",49,f,married,y
10272,One of my oldest friends happened to be in town last night; she came over and we chatted for a couple of hours.,25,f,single,n
10273,"Having our first cookout of the season. The weather was warm until much later into the evening, the snow was finally gone. I could hear peep frogs and birds. I could smell delicious BBQ chicken and steaks cooking",25,m,married,y
10274,I finished my senior thesis. ,20,f,single,n
10276,The day I saw my brother for the first time after 8 long years,32,m,single,n
10277,I was accepted into Music school as a transfer student.,20,f,single,n
10279,An event that made me happy was getting to go with a group of friends to see our other friend perform in concert.,27,f,single,n
10281,My 13 month old daughter ran up to me last night and gave me a huge hug and kiss just out of the blue.,32,f,married,y
10282,visting with my nieces and nephews over the hoidays,44,f,married,y
10283,I went over a friend's house for a girl's night.,24,f,single,n
10284,"My boyfriend, who is deployed, got the opportunity to speak to me for the first time in a week.",23,f,single,n
10285,"Receiving my once-a-month pay check by direct deposit from the US Postal Service, and it was about $50 more than I expected, just about 1:15am this morning (03.31.17), always a source of anxiety.",54,m,single,n
10286,"One of the events in the last three months that made me happy occurred this past Friday when I went out to get a beer with some friends. The bars in my town have slot machines and I had a spare twenty - I put the twenty in, hit the max bet button once and got nothing. The second time I hit it I got fever spins and won $1,000.00!!",29,f,single,n
10287,My husband and I adopted a dog from a rescue shelter.,30,f,married,n
10288,"I sang our special song to my daughter at bedtime, which I can only do once or twice a week due to work.",30,m,married,y
10289,I went for a hike at the Quabbin and it made me happy.,23,f,single,n
10290,The event that made me happy was when my wife gave birth to our child.,21,m,married,y
10293,My sister had a baby about six weeks ago. I could not be there for the delivery but was able to go visit when he was about a month old. I loved to hold and spoil him. Babies are a gift from God and I was happy I could participate even just a little bit.,41,f,divorced,y
10294,My teenage son got most of his homework done today which means he can relax tomorrow. ,48,f,married,y
10296,Last night I was able to watch the new episode of Rick and Morty. It was the first new episode of the show in a year and a half.,29,m,single,y
10298,It made me happy when I cooked pizza yesterday on my new pizza stone.,38,m,married,y
10299,When I went out of time and met up with others for the firs time attending an event.,38,f,single,y
10301,"I interviewed for a job I didn't think I would get, and got the call offering me the job at a higher rate than discussed as I was leaving the parking lot.",32,f,divorced,n
10302,"I was given a raise at work two weeks ago, of a dollar fifty. It made me happy because it gives me more room to breathe between checks instead pf always stressing.",22,f,married,y
10303,"I just began a new job that I am no qualified for yet, one of my supervisors who recommended me for it said she was very happy she did so. She also added I was picking the job up very quickly since I've had minimal training and walked into the workforce straight out of college graduation. ",23,f,single,n
10304,When my best friend invited me to dinner with him and his family.,25,m,single,n
10305,A dog that i care about in the local shelter got rescued finally,49,m,married,y
10307,I was teaching my young daughter math and she started picking it up really well. She started to answer the problems all on her own and I got really excited because it finally clicked for her.,26,f,married,y
10308,What has made me happy in the past 24 hours is that my son's last day of school was yesterday.,44,f,married,y
10310,My children and I spending the day together watching movies and packing for our move.,41,f,married,y
10314,"Happiness is a mental or emotional state of well-being which can be defined by, among others, positive or pleasant emotions ranging from contentment to intense joy.[1] Happy mental states may also reflect judgements by a person about their overall well-being.",27,f,married,y
10317,I took a qualification test for a transcription job and aced it on the first try.,45,f,married,n
10319,I was happy when one of my favorite customers at work brought us in a treat from Dunkin' Donuts. ,21,f,single,n
10320,Two months ago I successfully planned and hosted a Celtic Music retreat at a camp in the local mountains.,46,f,single,n
10321,I was able to make my motorcycle run again.,53,m,divorced,y
10322,I got to have sex.,34,m,single,y
10323,"I turned the page on the calendar, and I saw where my husband wrote I love you on our wedding anniversary date.",38,f,married,n
10324,"It made me happy to realize that if I ever was down and out, my family would always accept me for who I am.",20,m,single,n
10325,I was happy the moment I realized that my two year old finally understood the concept of potty training. ,24,f,single,y
10326,My very first grandson being born!,,f,married,y
10327,"I talked to two fellow travelers at the top of a small mountain in Taiwan (all three of us were perched on a high rock), we were watching the night view and the skyline of Taipei.",22,f,single,n
10330,Making it a year at work made me happy.,38,f,married,y
10331,"My daughter finally became assertive with her pushy father; he demanded that she go fishing with him tomorrow and she told him that she would rather stay home and read. He then threatened her with extra chores if she didn't go with him. She said ""So be it. I will do the chores.""",49,f,divorced,y
10332,"I was really happy to help with my dad, who has Alzheimer's, with his care for one month.  ",57,f,,n
10333,"Aqours, an anime idol group, had a live stream of their first live show in the Village East Cinema in New York City and I attended it. ",18,m,single,n
10334,"I have known one of m Facebook friends for 7 years - online only.  My husband had a meeting coming up that was located near where she and her husband live.  When I told her, she was so excited and said, ""I have been wanting to meet you for so long and give you a big hug!""   So, her and I got to finally meet just 2 weeks ago.  It was so much fun and we enjoyed meeting each other and hope to see each other again.  She lives close to a Navy base, so she took us there and we were able to go through one of the newest ships.  It was such a great time.",73,,married,y
10336,It made me happy to get a promotion at work to full-time.,34,f,married,y
10338,"I went to the grocery store to buy avocados and found to my delight that at least a hundred fresh, ripe avocados were available; I bought eleven!",35,m,single,n
10339,"I went to a birthday benefit for one of my best friends. It was following a time period when he was in recovering from an accident he had on his motorcycle. He went into a coma and almost died from the accident, but he has been recovering and getting better as time goes on. When he walked in on this benefit, not knowing about it, and saw more than 50 of us there waiting for him, he was in tears with what he saw, and it did make me so happy to have him see that this many people cared about him.",65,m,divorced,n
10341,"I received a phone call informing me I was accepted to my grad school of choice, with scholarship funding.",35,f,married,n
10342,"in the past 24 hours I signed the lease for a new house to move in, better than the one I currently I am living in.",26,m,married,y
10343,A happy moment  for  me was  when  I received my income tax  refund for  2016. The  refund  was quite  large and enabled  me to pay  off several credit  card balances thus reducing  my overall debt. ,55,m,married,n
10345,"The amazing moment realizing how happy I am with my girlfriend on our 1 year anniversary.
",22,m,single,n
10348,I visited my long distance boyfriend for a week on his campus during spring break.,20,f,single,n
10349,My daughter avoided a wreck with me in the passenger seat. ,50,f,married,y
10350,Winning a bet on a basketball game. ,37,m,married,y
10351,"I recently finished my last final exam, thus completing my first year of law school.",23,f,single,n
10352,My fiance told me he loved me and gave me a kiss before he left for work.,28,f,single,n
10354,The result of Bsc. Botany fourth semester exam was published and my wife passed with good marks.,28,m,married,n
10355,There was a boy I met and he liked me for who I am.,45,f,married,y
10356,I learned that I would receive $33 as a tax refund rather than having to pay. ,42,f,single,n
10357,I got to go to yoga and relax for an hour ,34,f,married,y
10358,"I opened my Axis bank account to do recharge for my mom. Usually, my account balance will never ever exceed Rs. 20,000. As soon as the salary comes, 75% of it disappears like a soap bubble. This month I was supposed to save money and my account balance was",22,m,single,n
10359,I hit a huge bonus for work. They paid me out a bunch of money and I was super happy.,33,m,married,n
10361,I was playing an online competitive videogame and I won the match.,25,f,single,n
